u_1607,169,4,3,18,9,1,8,61,10,11,13,4,7,2,4,3,7,3,1
u_1606,279,4,5,30,29,4,13,25,45,16,62,2,25,1,4,1,7,4,2
u_1605,782,30,58,154,33,17,96,212,35,12,47,9,21,3,23,23,6,0,3
u_1604,41,0,0,2,1,0,1,19,3,3,4,0,2,0,4,0,2,0,0
u_2778,161,3,4,59,1,2,12,42,4,7,4,1,2,7,7,2,1,0,3
u_2779,234,5,4,45,4,0,11,63,8,16,20,12,8,3,8,4,9,8,6
u_2772,240,0,2,37,20,5,14,18,55,6,26,13,33,0,8,1,1,0,1
u_2773,111,1,2,15,3,0,4,39,4,11,8,0,1,5,9,2,2,5,0
u_2770,81,1,1,11,4,1,2,16,12,2,8,5,10,0,6,2,0,0,0
u_2771,216,6,6,36,17,4,16,32,41,8,22,0,12,0,11,3,1,1,0
u_2776,442,2,2,105,15,5,42,137,27,24,30,5,14,0,15,2,12,1,4
u_2777,833,11,30,232,35,11,83,162,82,29,72,9,29,0,18,5,16,1,8
u_2774,379,1,7,80,28,8,26,75,50,18,21,7,29,1,11,6,6,2,3
u_2775,50,3,0,10,2,0,4,12,6,3,4,1,1,0,1,0,2,1,0
u_852,49,3,2,25,2,2,4,5,1,0,0,0,2,0,0,3,0,0,0
u_853,242,5,12,29,56,8,12,7,55,5,11,0,29,0,8,2,1,1,1
u_850,539,8,11,84,10,3,33,150,29,27,42,44,24,11,22,17,11,11,2
u_851,111,3,4,11,9,5,2,11,20,0,16,1,23,0,5,0,1,0,0
u_856,41,0,0,5,0,0,1,23,2,4,3,0,0,0,1,0,1,1,0
u_857,111,3,4,21,3,0,10,22,4,5,10,3,1,0,7,7,3,5,3
u_854,340,7,9,55,7,3,69,69,31,10,46,5,10,0,7,6,4,1,1
u_855,566,21,28,148,9,7,64,145,16,20,33,12,14,8,8,17,13,2,1
u_858,332,4,11,40,20,11,18,33,36,11,30,38,54,0,6,11,3,3,3
u_859,168,1,1,18,11,0,3,18,23,4,23,32,25,0,4,0,3,1,1
u_4398,36,0,1,7,1,0,7,10,2,1,2,1,0,1,2,1,0,0,0
u_4399,40,7,11,9,1,1,3,1,1,0,0,0,0,0,1,5,0,0,0
u_4392,31,0,1,9,2,0,0,2,4,0,3,3,5,0,1,0,0,0,1
u_4393,35,0,0,4,1,0,1,9,6,6,3,0,3,0,2,0,0,0,0
u_4390,194,4,4,35,17,1,14,16,44,7,29,4,11,0,6,0,1,0,1
u_4391,41,2,3,7,3,0,2,12,3,1,3,0,1,0,3,1,0,0,0
u_4396,37,2,1,8,1,0,1,7,4,6,3,1,0,1,2,0,0,0,0
u_4397,56,2,1,13,2,0,6,10,5,1,5,4,3,0,1,2,1,0,0
u_4394,28,0,0,11,0,0,3,5,2,1,5,0,1,0,0,0,0,0,0
u_4395,37,1,1,1,3,0,2,6,10,0,6,0,3,0,3,1,0,0,0
u_276,26,0,0,5,1,0,1,5,3,3,2,1,1,0,2,0,0,1,1
u_277,44,0,0,5,5,1,7,5,7,1,5,0,6,0,2,0,0,0,0
u_274,255,6,5,31,10,3,12,76,27,12,21,6,17,0,8,3,6,10,2
u_275,143,2,2,26,13,1,10,36,14,6,10,3,11,0,4,0,2,3,0
u_272,696,15,23,119,60,14,24,92,112,52,70,18,48,0,22,11,9,2,5
u_273,284,6,10,42,29,8,20,31,53,12,28,5,18,0,10,3,7,0,2
u_270,234,1,4,20,26,3,11,46,32,11,26,1,9,0,17,4,10,11,2
u_271,525,40,52,106,53,23,24,50,60,7,23,10,38,0,9,23,1,2,4
u_4028,653,2,1,205,28,7,38,76,96,35,69,18,30,2,20,4,19,1,2
u_4029,91,2,3,17,2,0,8,26,2,4,4,2,1,0,3,12,2,2,1
u_278,253,1,0,25,7,0,5,6,18,6,21,130,28,0,1,2,3,0,0
u_279,43,0,0,4,2,0,3,9,9,0,0,0,2,0,14,0,0,0,0
u_3555,126,1,7,5,36,5,7,11,24,0,9,0,13,0,6,1,0,0,1
u_3554,44,3,0,11,4,1,1,5,8,2,3,4,1,0,1,0,0,0,0
u_3557,546,7,24,161,30,13,34,90,41,27,38,17,32,1,6,10,9,2,4
u_3556,223,2,4,19,21,7,10,24,48,14,29,1,25,0,10,1,3,5,0
u_3551,116,0,3,7,1,1,14,45,6,3,26,1,3,0,2,0,4,0,0
u_3550,362,10,6,75,19,1,9,59,45,21,25,16,32,5,15,6,6,6,6
u_3553,112,0,0,6,12,0,4,7,36,3,22,1,16,0,5,0,0,0,0
u_3552,12,0,0,2,0,0,1,3,2,0,1,0,1,0,0,0,1,0,1
u_3559,134,5,4,42,3,3,14,18,5,6,4,14,4,0,3,4,2,3,0
u_3558,494,6,10,119,23,8,36,90,89,21,35,5,21,0,15,8,4,0,4
u_5818,38,3,3,5,3,0,0,6,2,1,5,1,2,0,1,0,2,4,0
u_5819,52,0,0,6,4,0,4,8,13,1,6,0,5,0,4,1,0,0,0
u_5812,933,20,28,195,40,15,133,248,63,20,64,9,25,3,25,25,13,3,4
u_5813,142,1,2,27,13,0,6,12,33,10,13,5,11,0,3,2,3,1,0
u_5810,26,0,1,2,2,0,0,8,4,3,4,0,0,0,2,0,0,0,0
u_5811,347,11,24,74,13,7,33,62,20,10,35,18,13,2,4,12,7,2,0
u_5816,35,1,1,4,1,0,0,5,3,1,7,0,2,0,1,0,6,3,0
u_5817,46,1,1,4,3,0,2,5,7,2,11,2,5,0,1,0,1,1,0
u_5814,47,3,2,10,1,1,1,8,4,3,2,2,4,0,3,0,1,1,1
u_5815,131,1,1,16,5,2,6,21,13,6,13,1,21,2,8,2,6,6,1
u_3142,138,0,0,20,7,2,8,44,6,10,12,3,8,3,10,1,2,2,0
u_3143,192,4,3,48,2,0,30,53,5,11,11,0,2,0,10,5,4,4,0
u_3140,548,9,20,56,50,18,73,91,61,11,44,5,51,0,22,27,7,2,1
u_3141,118,0,1,20,17,1,12,9,28,5,8,0,14,0,0,0,1,0,2
u_3146,75,0,0,13,2,1,1,22,6,5,6,2,3,0,6,0,1,1,6
u_3147,228,9,5,35,15,1,7,41,31,19,33,4,9,0,6,2,7,2,2
u_3144,51,0,1,5,4,1,4,8,9,2,8,3,5,0,1,0,0,0,0
u_3145,140,4,3,31,10,2,9,26,16,3,5,2,8,7,7,5,0,1,1
u_3148,133,0,4,35,14,2,5,31,12,8,3,3,5,1,6,2,0,0,2
u_3149,41,1,1,5,3,1,1,6,9,1,7,2,3,0,0,0,1,0,0
u_540,32,2,0,7,0,0,2,9,3,3,3,0,2,0,1,0,0,0,0
u_541,195,23,26,31,13,7,12,24,14,4,9,0,15,0,4,11,0,1,1
u_2541,227,1,13,107,10,3,40,19,16,5,5,1,3,0,2,0,0,0,2
u_2540,347,0,2,48,17,3,37,90,34,24,40,7,15,1,12,1,7,4,5
u_2543,46,1,3,4,2,0,4,15,4,1,4,1,2,0,3,2,0,0,0
u_2542,40,2,3,5,3,0,3,5,7,0,2,1,5,0,3,0,1,0,0
u_2545,77,0,2,10,4,0,3,27,10,1,7,0,4,0,7,1,0,0,1
u_2544,810,14,17,121,34,7,61,207,65,36,53,23,37,16,37,27,19,18,18
u_2547,202,2,2,29,8,1,12,63,6,13,16,1,3,1,13,4,10,16,2
u_2546,117,0,1,16,6,1,6,35,4,7,11,2,6,1,6,2,6,6,1
u_2549,29,0,0,4,7,0,3,3,6,1,2,0,1,0,1,0,0,0,1
u_2548,56,1,2,7,4,0,2,12,9,0,12,2,2,0,2,0,1,0,0
u_469,84,0,2,11,7,1,4,19,7,1,6,2,6,1,7,1,6,3,0
u_468,42,0,0,6,2,0,13,6,4,0,4,0,1,0,5,0,1,0,0
u_4253,340,4,6,31,19,3,20,83,38,12,33,6,25,1,30,4,10,6,9
u_462,217,3,6,40,20,6,13,24,34,2,17,6,31,0,6,5,2,1,1
u_461,474,4,7,56,46,8,38,94,57,25,28,2,25,0,42,6,8,8,20
u_460,39,0,0,25,2,0,1,3,2,0,0,1,3,0,0,2,0,0,0
u_467,70,1,2,13,3,0,14,16,3,1,9,1,1,0,3,1,2,0,0
u_466,334,6,5,101,7,3,27,85,15,16,13,3,8,0,20,7,5,12,1
u_465,37,1,0,8,1,1,1,6,0,2,6,2,3,5,0,0,1,0,0
u_464,84,3,2,15,0,0,8,28,3,4,7,1,3,1,5,2,1,1,0
u_5250,342,3,6,43,11,5,35,78,26,9,35,37,24,0,11,6,8,4,1
u_5251,176,5,5,49,9,2,23,42,9,5,5,0,9,0,5,3,2,2,1
u_5252,104,0,1,6,2,1,2,38,7,10,10,2,4,8,4,1,4,4,0
u_5253,237,11,15,12,15,5,17,51,16,7,20,8,10,0,19,13,12,4,2
u_5254,95,1,0,14,7,0,5,12,20,4,14,1,12,0,4,0,1,0,0
u_5255,285,13,19,45,15,1,21,57,26,12,21,4,7,1,15,7,9,7,5
u_5256,722,10,14,98,43,6,75,166,96,24,63,7,35,2,41,16,13,4,9
u_5257,151,3,2,39,3,1,18,23,4,4,16,4,12,0,2,7,6,6,1
u_5258,26,0,0,2,0,0,1,4,6,2,5,1,1,0,0,1,1,1,1
u_5259,50,0,1,3,2,0,2,24,3,5,4,0,2,0,2,1,1,0,0
u_6040,371,2,5,55,6,4,25,125,15,22,33,8,22,9,11,7,11,9,2
u_1018,217,0,1,24,19,4,10,34,52,8,19,3,18,0,8,0,1,1,15
u_1019,673,2,0,149,14,0,38,180,42,43,59,19,24,9,29,14,20,14,17
u_1016,194,3,5,45,8,2,27,49,12,9,14,2,5,0,4,1,7,1,0
u_1017,438,8,14,48,24,7,14,53,40,7,40,98,46,2,13,10,7,3,4
u_1014,55,1,0,9,11,0,3,5,7,0,3,0,4,0,6,0,2,2,2
u_1015,1443,17,29,256,50,19,131,378,87,50,125,61,78,13,44,41,34,21,9
u_1012,57,3,5,4,2,2,10,17,3,0,1,0,1,0,3,6,0,0,0
u_1013,62,2,4,30,2,3,6,4,2,2,2,2,0,0,0,2,1,0,0
u_1010,434,3,5,71,21,5,22,110,46,28,41,9,27,3,17,5,11,6,4
u_1011,65,0,5,8,6,11,5,10,6,3,1,1,6,0,3,0,0,0,0
u_3708,53,2,2,9,1,0,3,12,6,1,3,2,2,1,4,3,1,0,1
u_3709,291,4,8,91,8,2,27,65,13,10,14,20,7,0,10,1,8,0,3
u_3700,98,0,0,7,3,1,6,43,7,9,11,1,3,0,3,0,2,1,1
u_3701,120,4,4,7,16,3,5,19,22,1,9,1,12,0,8,3,3,1,2
u_3702,63,1,1,16,5,1,2,8,5,1,2,0,19,0,1,0,0,1,0
u_3703,74,3,3,20,3,0,4,9,11,6,3,2,3,0,4,1,0,0,2
u_3704,353,11,9,79,4,5,22,82,21,26,36,9,14,3,10,4,10,4,4
u_3705,971,13,17,188,34,7,78,266,67,49,67,24,35,18,38,24,26,11,9
u_3706,120,3,6,50,4,0,13,19,6,2,5,0,4,0,1,4,2,0,1
u_3707,91,0,0,6,2,0,2,15,12,33,13,3,1,0,0,0,3,1,0
u_647,207,1,3,56,15,0,8,12,52,7,25,4,17,2,4,0,0,0,1
u_646,428,3,11,35,41,15,21,76,82,14,29,2,36,0,43,3,5,2,10
u_645,82,4,3,18,3,1,2,18,4,4,8,0,3,2,6,2,3,1,0
u_644,116,2,2,17,5,1,10,17,15,4,14,1,19,0,3,0,2,4,0
u_643,33,2,1,8,1,0,3,6,1,2,1,2,0,0,1,0,2,3,0
u_642,46,0,0,3,6,2,6,7,4,1,5,2,8,0,0,0,1,0,1
u_641,209,3,9,40,16,12,23,48,17,4,4,1,11,2,16,3,0,0,0
u_640,31,0,1,3,0,0,0,12,1,4,6,0,1,0,1,0,1,1,0
u_649,107,2,3,9,6,3,2,15,17,1,11,6,22,1,6,1,1,1,0
u_648,233,7,3,44,8,4,16,58,25,11,23,3,14,2,6,3,3,2,1
u_5661,191,14,14,20,16,3,7,36,14,7,11,2,9,1,11,11,7,5,3
u_5660,66,1,2,5,10,5,1,5,10,1,4,2,17,0,2,0,0,1,0
u_5663,371,7,13,24,30,6,26,61,57,16,50,16,39,0,10,5,7,3,1
u_5662,129,4,3,19,8,1,7,8,24,5,31,4,8,0,2,1,4,0,0
u_5665,72,1,2,6,3,1,4,17,6,6,11,3,5,0,3,1,2,1,0
u_5664,521,24,26,93,36,18,21,36,66,26,43,31,68,0,12,10,6,3,2
u_5667,478,11,14,76,17,5,38,108,41,23,37,9,21,10,22,13,13,10,10
u_5666,50,0,1,5,2,0,2,14,7,3,7,1,2,0,3,0,1,1,1
u_5669,28,0,0,17,1,0,2,6,1,0,0,0,0,0,1,0,0,0,0
u_5668,186,12,15,24,14,3,20,14,29,4,12,3,9,0,5,21,0,0,1
u_1975,63,4,4,22,3,0,0,6,5,2,1,0,1,0,9,0,0,0,6
u_1974,675,15,22,121,27,9,58,131,55,23,56,20,53,7,20,19,15,11,13
u_1977,84,13,6,19,2,0,4,10,0,4,4,0,0,0,2,7,4,9,0
u_1976,155,8,10,18,8,1,7,32,21,4,23,2,8,0,4,3,2,1,3
u_1971,50,1,2,12,1,0,6,16,3,1,1,0,2,0,4,1,0,0,0
u_1970,56,2,2,7,1,0,2,9,4,4,7,5,3,1,2,0,2,4,1
u_1973,50,1,2,8,2,0,2,9,5,2,6,3,5,1,0,3,1,0,0
u_1972,146,1,1,17,9,1,4,40,19,5,16,3,8,0,10,0,4,3,5
u_4828,115,1,2,29,4,2,44,17,6,0,4,0,1,0,3,2,0,0,0
u_4829,493,13,11,79,35,6,36,73,67,13,48,5,58,3,25,7,7,4,3
u_4538,27,0,0,3,0,0,2,16,0,1,1,0,1,0,2,0,1,0,0
u_4539,30,0,0,13,1,0,4,4,0,4,2,0,1,0,0,0,1,0,0
u_4536,69,0,0,4,4,1,3,13,14,8,9,1,7,0,5,0,0,0,0
u_4537,39,1,1,7,0,0,13,11,0,1,0,0,0,0,4,1,0,0,0
u_4534,108,0,0,5,5,1,4,15,26,2,21,2,6,0,18,0,2,1,0
u_4535,657,3,17,190,46,9,49,52,117,41,41,14,38,0,18,6,5,1,10
u_4820,35,0,0,6,2,1,3,9,5,0,3,1,3,0,1,0,1,0,0
u_4533,69,1,1,13,1,2,6,14,8,8,12,0,3,0,0,0,0,0,0
u_4530,64,3,1,10,1,0,6,15,1,4,8,0,1,1,2,2,5,4,0
u_4823,410,13,15,72,16,7,28,111,24,28,31,4,15,3,13,11,10,6,3
u_4248,142,1,2,6,9,3,12,27,32,5,19,0,7,0,13,3,2,0,1
u_4249,115,0,0,2,5,1,4,12,16,4,45,5,8,0,1,0,9,3,0
u_984,806,3,14,119,53,11,67,168,90,31,73,17,51,2,51,16,16,8,16
u_985,330,14,11,31,32,4,12,28,50,16,48,12,34,0,7,5,20,5,1
u_986,24,0,0,2,0,0,0,8,2,0,2,5,3,0,1,1,0,0,0
u_987,276,1,2,69,17,1,40,70,17,8,11,1,18,2,8,2,7,2,0
u_980,136,10,4,10,15,1,4,17,26,0,12,4,12,1,8,2,6,3,1
u_981,206,5,2,46,9,2,9,45,16,13,15,2,14,5,11,2,3,5,2
u_982,102,1,2,15,7,2,37,18,6,0,4,0,2,0,5,3,0,0,0
u_983,148,2,8,25,29,6,12,11,24,3,3,1,20,0,3,1,0,0,0
u_1830,63,0,0,2,11,1,2,2,20,2,11,0,9,0,2,1,0,0,0
u_1831,125,8,4,25,5,0,9,25,11,6,10,3,7,2,4,1,3,2,0
u_1832,54,0,0,5,1,1,6,33,1,1,3,0,1,0,2,0,0,0,0
u_1833,93,3,2,11,3,1,3,32,8,10,8,0,2,0,6,1,2,1,0
u_1834,116,10,13,15,8,2,5,10,15,0,11,16,6,0,1,3,1,0,0
u_1835,1171,11,21,210,41,15,86,255,113,63,99,69,65,3,39,26,22,15,18
u_1836,590,9,10,148,9,4,40,161,21,26,70,15,15,13,12,11,17,7,2
u_1837,830,9,14,107,50,14,60,209,87,37,74,36,63,8,26,7,19,6,4
u_1838,14,0,0,2,0,0,0,3,2,2,4,0,1,0,0,0,0,0,0
u_1839,158,2,1,17,12,1,6,19,40,12,23,2,14,1,5,0,3,0,0
u_3089,128,0,5,11,23,7,8,15,21,1,10,0,15,0,6,0,3,1,2
u_3088,72,0,1,13,3,1,11,25,5,2,5,0,1,0,4,0,1,0,0
u_3087,500,14,23,74,39,9,75,96,54,15,41,7,26,0,9,9,7,0,2
u_3086,156,1,2,21,6,1,12,52,12,7,23,2,10,0,3,1,2,1,0
u_3085,261,0,0,5,20,2,12,37,72,7,38,3,33,0,29,0,2,0,1
u_3084,83,2,2,17,3,0,5,17,10,1,9,3,5,1,5,0,3,0,0
u_3083,123,2,5,20,5,1,8,27,10,3,14,5,9,0,6,2,5,0,1
u_3082,314,2,8,75,10,6,19,96,20,14,18,7,9,4,13,8,1,1,3
u_3081,697,26,33,101,56,20,32,51,98,24,64,43,78,0,27,27,10,3,4
u_3080,677,12,16,171,19,12,42,151,38,39,52,18,22,9,20,12,15,20,9
u_5067,53,1,2,4,2,0,6,14,2,0,4,1,1,0,4,8,3,1,0
u_5066,47,0,1,7,3,1,4,14,4,1,4,1,2,0,3,1,1,0,0
u_2288,390,5,7,44,12,1,15,113,20,25,35,13,22,2,26,9,13,17,11
u_2289,64,3,5,8,2,1,8,10,4,4,3,0,1,0,3,12,0,0,0
u_5063,158,8,13,28,11,5,22,31,10,0,2,1,6,0,8,10,0,2,1
u_5062,37,0,0,9,3,1,2,7,2,0,2,1,5,2,2,0,0,0,1
u_5061,306,34,36,92,15,11,21,16,15,3,8,3,24,0,5,19,2,1,1
u_5060,109,6,5,33,6,2,8,8,6,2,5,2,4,2,3,9,4,1,3
u_2282,353,0,4,43,30,3,17,37,79,11,48,6,48,0,8,2,12,3,2
u_2283,51,1,1,13,2,0,6,14,2,0,2,3,2,0,2,2,1,0,0
u_2280,126,1,2,21,4,1,7,50,7,3,8,1,6,0,8,3,3,0,1
u_2281,112,0,1,15,7,0,9,27,9,7,9,2,7,0,6,2,5,6,0
u_2286,50,0,1,14,1,0,2,5,7,3,7,1,4,0,1,1,1,1,1
u_2287,53,0,0,4,2,0,3,13,5,1,2,0,4,0,19,0,0,0,0
u_2284,102,1,4,5,11,4,1,6,16,1,12,3,31,0,3,2,1,1,0
u_2285,47,0,0,10,0,0,7,16,1,2,8,0,1,0,1,0,1,0,0
u_1957,64,0,0,9,1,0,5,22,3,8,7,1,0,0,4,1,2,1,0
u_1956,80,10,14,10,5,3,2,5,11,0,2,0,4,0,7,6,0,0,1
u_1955,37,2,2,16,0,0,5,6,1,0,1,1,1,0,1,1,0,0,0
u_1954,215,6,6,42,5,2,17,60,8,10,20,4,11,6,2,7,6,3,0
u_1953,60,0,0,10,6,0,9,14,6,1,3,1,5,0,3,0,1,0,1
u_1952,237,0,0,86,3,3,27,57,10,8,17,4,6,0,3,3,5,2,3
u_1951,91,4,6,28,1,0,23,17,0,0,0,0,0,0,3,9,0,0,0
u_1950,178,17,11,15,13,3,4,15,23,2,16,9,34,0,7,5,2,2,0
u_1959,102,0,2,15,4,1,3,41,9,6,6,1,5,0,6,2,0,1,0
u_1958,657,13,24,132,36,13,61,129,67,21,77,15,22,0,14,11,16,0,6
u_3887,323,20,26,42,24,8,24,74,26,4,15,5,21,5,9,10,8,2,0
u_3886,151,4,5,16,9,3,1,17,23,8,17,2,30,0,4,3,3,3,3
u_3885,726,14,11,83,39,9,26,115,91,44,92,31,66,13,41,6,22,19,4
u_3884,347,10,9,79,14,5,19,74,25,16,27,6,24,4,11,6,11,4,3
u_3883,14,0,1,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
u_3882,247,0,0,7,1,0,19,114,16,47,23,1,0,0,8,1,6,4,0
u_3881,83,0,1,43,2,2,4,8,6,5,3,5,2,0,0,1,1,0,0
u_3880,53,0,0,13,2,0,2,16,4,6,4,1,1,0,4,0,0,0,0
u_3889,226,1,1,24,6,1,9,43,19,14,33,25,13,4,13,2,9,6,3
u_3888,174,2,3,30,5,1,19,53,5,7,10,0,7,3,12,3,10,4,0
u_5391,22,0,0,1,0,0,2,6,5,0,2,1,1,1,0,0,1,0,2
u_5390,380,4,3,39,40,1,13,58,81,38,38,6,23,0,19,3,5,3,6
u_5393,150,0,3,13,3,1,12,77,12,7,4,0,2,0,13,0,3,0,0
u_5392,43,0,2,6,1,1,6,13,2,2,3,1,3,0,3,0,0,0,0
u_5395,153,3,6,31,5,2,16,33,3,5,16,2,7,1,4,2,12,4,1
u_5394,702,13,13,170,15,4,63,180,41,38,52,8,28,8,20,11,22,11,5
u_5397,363,2,5,69,13,3,16,86,29,27,40,15,13,1,20,7,7,6,4
u_5396,174,10,7,16,20,8,5,8,29,5,12,9,34,0,6,4,0,1,0
u_5399,127,1,1,11,12,0,3,14,27,3,14,1,34,0,3,0,1,0,2
u_5398,34,0,0,6,3,1,2,10,4,1,3,2,2,0,0,0,0,0,0
u_1481,224,36,30,28,12,3,14,30,12,4,10,1,11,2,7,16,1,3,4
u_1480,37,0,0,7,2,1,2,11,3,0,4,1,3,0,2,1,0,0,0
u_1483,257,9,4,23,23,9,14,39,33,13,25,8,29,0,12,2,8,5,1
u_1482,47,1,1,6,0,0,2,11,5,3,9,2,1,0,1,0,4,1,0
u_1485,30,0,1,10,2,0,1,8,1,2,5,0,0,0,0,0,0,0,0
u_1484,342,9,4,62,11,2,20,102,25,22,35,4,13,7,11,2,6,3,4
u_1487,35,0,1,6,2,0,4,7,2,0,3,0,0,0,1,9,0,0,0
u_1486,52,2,2,9,3,0,2,8,10,0,7,0,8,0,1,0,0,0,0
u_1489,222,8,10,42,10,1,21,30,16,9,15,3,11,2,5,25,7,5,2
u_1488,42,0,0,0,3,1,1,10,10,4,5,1,4,0,3,0,0,0,0
u_878,100,4,3,14,9,1,0,4,16,1,9,2,29,0,2,2,2,1,1
u_879,59,0,0,21,3,0,15,5,4,0,4,0,1,0,2,1,2,0,1
u_870,30,0,0,15,0,2,2,9,0,0,0,0,1,0,0,1,0,0,0
u_871,55,3,2,15,2,0,4,3,5,1,11,4,3,0,0,0,1,1,0
u_872,140,4,6,22,12,5,4,17,23,6,15,0,15,0,4,1,3,2,1
u_873,255,1,3,25,17,3,18,87,17,9,10,5,13,3,26,2,7,4,5
u_874,44,0,0,2,2,2,2,3,5,2,7,6,3,0,1,0,7,1,1
u_875,106,8,2,26,2,0,7,21,7,4,12,6,5,0,2,1,2,1,0
u_876,224,4,1,11,15,1,10,26,49,20,37,3,27,0,8,0,9,3,0
u_877,641,22,13,113,46,7,39,69,106,32,84,25,47,0,18,6,6,5,3
u_2026,258,3,8,27,16,4,8,32,26,11,15,8,36,1,11,12,15,6,19
u_2027,166,6,6,38,7,2,13,44,9,11,12,2,5,1,4,2,2,1,1
u_2024,220,6,12,107,6,3,21,18,6,8,6,8,2,1,1,6,4,1,4
u_2025,198,0,0,3,31,2,7,32,38,12,32,2,15,0,16,0,7,0,1
u_2750,326,9,14,131,8,5,25,67,11,8,9,8,8,0,10,11,0,0,2
u_2751,153,0,2,46,3,2,25,37,5,1,16,2,1,0,5,1,5,2,0
u_2020,503,10,9,97,27,6,34,88,65,23,52,11,27,4,24,6,6,2,12
u_2021,247,0,0,7,23,3,7,11,69,4,48,36,29,0,4,0,4,0,2
u_2758,50,3,2,18,2,0,5,3,6,3,3,0,2,0,1,2,0,0,0
u_2759,30,0,0,5,2,1,4,7,4,0,1,0,3,0,2,0,0,1,0
u_2028,38,0,0,4,2,0,2,9,4,1,4,2,3,0,3,1,1,2,0
u_2029,206,15,15,97,7,2,20,18,5,3,3,6,5,1,1,7,0,0,1
u_1225,41,0,0,6,0,0,3,14,1,8,3,0,0,0,4,0,1,1,0
u_1224,780,14,20,124,38,9,61,232,49,28,61,16,29,4,33,17,20,12,13
u_1227,167,1,1,23,0,0,22,75,3,11,9,0,0,5,7,2,5,3,0
u_1226,14,1,1,3,0,0,0,4,0,1,2,0,0,0,0,2,0,0,0
u_1221,367,5,24,103,39,16,10,20,45,6,16,6,64,0,8,1,3,0,1
u_1220,197,4,14,59,15,3,11,21,30,3,11,2,6,0,8,3,2,1,4
u_1223,196,5,1,58,5,0,13,31,12,6,21,5,7,2,10,2,9,8,1
u_1222,49,1,1,10,2,0,3,12,3,2,8,0,4,0,1,0,2,0,0
u_1229,34,0,2,2,1,0,0,17,2,2,4,0,1,1,2,0,0,0,0
u_1228,349,10,6,41,22,2,18,82,50,16,39,4,25,6,15,1,6,5,1
u_258,195,2,3,17,17,1,11,42,39,4,28,0,14,2,9,0,5,1,0
u_259,217,3,0,33,2,1,14,65,22,16,23,6,9,1,9,1,8,3,1
u_254,34,0,1,2,2,1,0,2,6,1,3,11,4,0,1,0,0,0,0
u_255,452,4,9,56,33,9,12,64,75,15,52,18,62,0,22,0,6,2,13
u_256,149,0,0,3,10,3,5,21,44,12,16,0,13,0,9,0,3,9,1
u_257,105,1,3,9,4,2,7,19,12,3,20,2,10,0,8,0,3,0,2
u_250,30,0,0,2,4,0,2,2,7,1,5,1,4,0,1,0,1,0,0
u_251,96,1,2,17,6,1,6,15,18,2,9,1,5,0,5,3,0,0,5
u_252,114,1,1,15,5,0,6,8,34,7,18,3,11,0,4,0,0,0,1
u_253,68,1,2,9,1,1,3,29,5,4,4,0,1,3,1,1,2,1,0
