80,57,4,6,8,5,1,5,8,6,2,2,0,3,0,3,3,0,0,1
81,83,0,0,11,4,0,3,15,8,6,7,5,7,1,4,1,4,6,1
119,97,14,26,24,6,3,4,2,3,0,2,2,1,0,0,5,3,1,1
118,196,1,0,38,19,1,18,19,47,8,17,1,17,0,7,2,0,1,0
165,96,0,1,14,5,0,1,6,14,3,12,12,17,0,5,1,2,2,1
85,26,0,0,6,1,0,0,8,1,0,4,4,0,1,0,0,1,0,0
172,25,1,0,1,1,0,0,5,0,3,2,0,1,1,1,0,2,7,0
3,75,3,3,16,15,2,3,4,15,0,1,1,4,0,2,1,0,0,5
7,40,0,0,2,4,0,2,1,14,1,11,0,4,0,0,0,1,0,0
108,30,1,1,3,4,0,1,4,6,0,2,1,4,0,1,1,1,0,0
109,92,3,8,23,11,2,4,6,8,1,4,1,7,0,2,6,4,0,2
102,119,5,6,27,3,2,15,24,6,3,12,2,7,0,0,1,3,2,1
103,182,2,4,10,23,1,7,10,57,3,27,2,25,0,7,3,1,0,0
100,120,0,1,6,22,1,8,11,35,3,6,1,11,0,9,1,2,1,2
101,159,0,3,10,22,4,8,8,56,1,19,3,19,0,5,0,0,0,1
106,78,1,1,14,2,1,29,15,1,0,4,1,1,0,4,3,1,0,0
107,100,2,2,9,3,0,9,26,5,5,12,2,5,0,7,4,3,4,2
104,48,1,1,9,2,0,2,6,7,2,7,3,5,0,1,0,0,1,1
105,107,0,0,4,9,3,5,12,38,5,11,2,9,0,8,1,0,0,0
39,60,3,3,16,2,0,4,5,4,5,7,3,4,0,0,0,3,1,0
38,109,8,11,24,3,0,26,21,2,2,5,0,1,1,0,5,0,0,0
33,389,3,16,46,20,1,24,89,30,22,50,25,23,1,6,14,6,6,7
32,61,2,2,9,0,1,8,15,1,3,11,0,1,0,2,3,1,1,1
31,129,2,3,56,5,1,12,13,8,5,4,2,2,0,3,5,3,0,5
30,33,1,0,2,1,0,3,14,2,3,3,0,1,0,1,0,1,1,0
37,66,2,2,15,3,1,19,5,6,1,4,2,2,0,1,3,0,0,0
36,389,11,9,70,20,5,26,58,52,18,42,9,26,6,25,1,5,3,3
35,194,4,4,36,4,1,31,56,7,5,11,2,1,0,1,15,8,2,6
34,190,3,6,63,9,2,39,23,10,1,12,13,2,0,2,4,1,0,0
200,26,2,3,6,4,0,1,1,3,0,3,0,3,0,0,0,0,0,0
86,66,1,5,7,12,4,6,5,9,1,3,1,5,0,2,3,2,0,0
60,76,2,4,11,9,1,1,5,8,4,10,2,5,0,2,0,10,2,0
61,37,1,1,6,4,1,3,4,9,0,5,0,2,0,1,0,0,0,0
62,497,1,4,79,26,7,51,118,44,21,43,10,29,1,17,11,16,12,7
63,77,2,1,15,1,0,3,19,5,0,12,7,5,2,2,0,2,1,0
64,21,0,0,3,3,0,0,3,4,0,4,2,1,0,0,1,0,0,0
65,134,3,2,18,18,2,8,21,26,3,12,0,10,1,7,1,1,1,0
179,129,0,3,16,11,3,5,22,18,1,8,2,34,0,3,1,0,1,1
178,151,4,11,31,19,6,13,8,15,1,5,0,9,0,2,18,2,2,5
68,74,2,2,31,1,1,9,10,3,1,1,2,3,0,2,3,0,0,3
69,74,0,0,8,2,0,7,37,4,2,3,0,3,0,7,0,0,0,1
175,283,7,11,60,11,3,32,76,13,12,10,6,9,8,6,9,5,4,1
174,101,0,1,6,12,1,2,6,36,1,15,3,12,0,4,0,0,0,2
173,537,4,5,64,28,3,36,141,55,31,54,13,25,14,20,7,15,14,8
177,55,1,2,6,8,3,4,3,7,0,3,1,11,0,3,0,0,2,1
171,24,0,0,1,1,0,0,3,1,2,3,0,1,8,1,0,1,2,0
170,117,1,1,9,8,1,1,14,24,1,12,7,23,0,9,1,1,1,3
182,65,3,3,27,0,1,5,11,6,3,0,1,1,0,3,0,0,0,1
183,104,2,1,14,4,1,8,22,7,6,8,4,5,0,5,2,6,8,1
180,50,1,1,11,2,0,1,17,2,5,5,0,1,0,0,0,1,3,0
181,356,3,4,66,29,4,18,51,70,26,27,6,22,1,15,3,3,3,5
167,58,1,1,8,6,0,6,13,8,2,7,0,2,0,2,0,1,0,1
187,362,4,7,64,4,0,41,151,13,21,20,5,5,8,5,5,6,2,1
184,80,8,15,11,6,5,2,9,9,1,3,0,3,0,1,7,0,0,0
6,82,2,6,10,5,1,18,13,8,1,2,0,2,0,3,9,0,0,2
186,142,19,19,18,7,3,5,14,15,3,9,3,10,0,6,9,2,0,0
188,74,1,0,6,6,0,3,10,16,3,9,4,8,0,4,0,1,2,1
189,31,0,0,2,2,2,3,5,6,1,4,1,2,0,2,0,1,0,0
4,33,0,1,0,3,2,1,2,9,0,4,1,8,0,1,0,0,0,1
196,41,0,0,4,0,0,0,8,2,6,12,0,1,0,1,0,4,3,0
185,66,0,0,3,11,0,1,6,20,1,11,1,8,0,3,0,0,0,1
99,100,5,7,25,3,2,5,21,7,5,9,1,2,0,2,4,1,0,1
98,21,0,0,4,3,0,2,1,3,1,1,1,2,0,1,1,1,0,0
168,41,3,4,7,4,2,0,6,4,1,2,1,4,0,1,2,0,0,0
169,608,9,18,122,32,12,37,117,73,25,53,10,36,5,22,11,9,8,9
164,27,1,2,3,1,2,3,9,1,0,0,0,1,0,3,1,0,0,0
90,246,4,7,45,17,3,10,35,37,14,35,5,13,0,6,2,8,2,3
93,270,13,14,17,33,15,11,8,77,5,26,5,28,0,8,4,2,1,3
92,475,24,50,84,44,19,41,54,42,4,33,11,31,0,5,25,4,1,3
95,106,0,0,20,5,0,6,21,19,6,16,0,7,0,5,0,0,0,1
161,216,5,3,34,5,2,13,88,7,8,15,2,4,8,11,3,4,1,3
162,103,8,7,17,8,0,8,9,19,7,8,1,5,0,1,4,0,1,0
163,600,8,11,83,40,12,52,74,113,26,68,45,39,1,15,2,6,1,4
11,113,1,3,41,4,2,8,25,4,4,8,4,2,1,2,1,2,0,1
10,462,15,33,98,39,23,38,62,42,7,17,11,40,1,8,14,5,3,6
13,150,1,8,10,32,6,4,14,34,5,11,0,16,0,4,1,2,1,1
12,17,0,1,2,2,0,1,5,2,1,2,0,0,0,0,1,0,0,0
15,218,0,1,29,14,4,10,38,30,15,34,6,12,0,6,2,12,2,3
14,14,0,0,4,0,0,1,4,0,0,1,2,2,0,0,0,0,0,0
17,275,5,7,18,19,3,7,37,37,15,31,11,63,0,6,1,5,9,1
16,34,1,1,10,3,0,3,2,4,1,2,1,3,0,0,1,1,0,1
19,278,15,16,37,19,2,12,21,46,9,30,27,23,1,4,9,5,0,2
18,386,21,43,46,41,17,23,48,57,16,20,2,20,0,13,9,4,0,6
88,74,0,0,12,3,0,8,27,4,4,5,0,3,0,3,0,3,2,0
89,14,0,0,4,0,0,0,5,3,0,1,0,0,0,1,0,0,0,0
151,517,2,7,112,28,14,77,88,52,14,40,6,50,0,12,5,6,1,3
150,212,4,4,37,11,3,16,61,16,3,14,8,11,2,8,4,3,3,4
153,21,2,2,11,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
152,24,2,2,11,2,0,1,4,1,0,0,1,0,0,0,0,0,0,0
155,79,0,4,33,4,3,4,14,4,2,1,0,5,0,2,2,1,0,0
154,29,2,2,3,1,0,1,6,2,1,4,1,1,0,1,3,0,1,0
157,431,6,7,94,38,6,22,67,67,10,36,4,37,0,18,4,5,6,4
156,167,2,3,34,5,0,45,30,8,2,13,2,1,0,4,3,14,1,0
159,50,4,3,15,2,0,4,6,6,1,3,2,1,0,2,0,0,1,0
158,19,0,0,1,1,0,1,4,2,2,2,1,0,0,1,0,1,3,0
112,87,17,12,6,2,1,1,4,1,6,9,1,1,0,0,6,4,16,0
48,658,19,41,126,55,17,42,77,89,15,42,12,53,1,27,18,9,3,12
49,146,11,8,8,13,1,4,17,32,6,16,2,12,1,6,5,2,2,0
46,32,0,0,3,1,1,0,2,1,0,4,17,1,0,0,0,2,0,0
47,9,0,1,2,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0
44,236,10,16,31,30,15,13,18,26,4,17,13,24,0,5,6,5,2,1
45,281,5,6,108,9,3,72,42,8,3,7,4,6,0,1,2,2,0,3
42,281,2,5,28,32,10,13,12,64,6,29,6,62,0,4,1,3,1,3
43,20,0,0,8,0,0,5,3,1,0,2,0,0,0,1,0,0,0,0
40,169,0,6,9,36,8,6,16,34,2,6,0,20,0,25,0,0,0,1
87,62,1,1,4,4,1,1,10,21,3,4,1,7,1,1,1,0,0,1
1,62,9,10,9,3,0,5,9,2,1,1,0,1,0,1,11,0,0,0
5,159,1,2,25,3,0,16,47,14,10,19,2,7,4,3,1,4,1,0
84,47,0,0,5,9,2,3,2,11,0,3,2,7,0,3,0,0,0,0
9,103,4,1,13,3,0,7,32,10,7,11,1,4,2,5,0,1,1,1
146,429,11,21,64,29,6,48,83,33,15,31,8,22,0,10,26,11,10,1
147,225,2,3,13,20,4,15,34,52,11,27,2,13,0,19,1,6,1,2
144,27,0,0,3,0,0,1,7,3,3,2,1,3,0,1,0,2,0,1
145,42,1,1,6,3,0,2,12,4,3,3,1,3,0,0,1,2,0,0
142,62,3,4,7,4,2,4,13,4,3,6,0,5,1,1,2,1,1,1
143,57,0,0,15,4,0,7,12,8,0,6,1,0,0,2,0,2,0,0
140,55,1,1,9,3,0,4,10,4,1,7,2,0,1,3,2,4,3,0
141,18,1,1,2,1,0,1,3,1,0,3,0,0,0,0,0,4,1,0
148,720,15,36,86,63,16,49,106,136,16,63,18,62,1,21,18,6,1,7
149,575,6,8,84,21,5,31,118,87,41,80,12,28,10,18,4,14,7,1
77,39,2,1,14,1,0,2,9,3,0,3,2,1,0,1,0,0,0,0
76,78,4,1,14,0,0,5,25,7,7,10,0,3,0,0,0,2,0,0
75,238,30,73,44,26,14,9,8,6,0,1,0,11,0,2,12,1,0,1
74,48,0,1,10,0,0,3,9,1,6,6,0,0,0,1,3,5,2,1
73,301,2,5,50,39,4,6,14,74,14,31,10,42,0,5,0,1,0,4
72,46,0,0,12,1,0,7,14,4,0,3,0,1,0,3,0,0,0,1
71,37,0,0,2,5,0,1,6,6,3,5,2,3,0,0,1,2,1,0
70,36,1,1,6,3,1,1,5,3,1,6,1,5,0,1,0,1,0,0
79,23,0,0,2,1,0,1,2,3,2,4,0,2,0,0,0,5,1,0
78,151,8,9,62,4,2,17,21,1,1,1,0,3,0,3,17,1,0,1
41,38,1,2,4,2,0,6,7,4,0,2,2,4,0,3,0,1,0,0
